GAZP,10,20160901,100000,134.3900000
GAZP,10,20160901,101000,134.4600000
GAZP,10,20160901,102000,134.5200000
GAZP,10,20160901,103000,134.5000000
GAZP,10,20160901,104000,134.5800000
GAZP,10,20160901,105000,134.5000000
GAZP,10,20160901,110000,134.7100000
GAZP,10,20160901,111000,134.7600000
GAZP,10,20160901,112000,134.5800000
GAZP,10,20160901,113000,134.7400000
GAZP,10,20160901,114000,135.0000000
GAZP,10,20160901,115000,134.9300000
GAZP,10,20160901,120000,134.9300000
GAZP,10,20160901,121000,134.7000000
GAZP,10,20160901,122000,134.5500000
GAZP,10,20160901,123000,134.6600000
GAZP,10,20160901,124000,134.6800000
GAZP,10,20160901,125000,134.8400000
GAZP,10,20160901,130000,134.6600000
GAZP,10,20160901,131000,134.6400000
GAZP,10,20160901,132000,134.7700000
GAZP,10,20160901,133000,134.6600000
GAZP,10,20160901,134000,134.7600000
GAZP,10,20160901,135000,134.8400000
GAZP,10,20160901,140000,134.8100000
GAZP,10,20160901,141000,135.0000000
GAZP,10,20160901,142000,135.1300000
GAZP,10,20160901,143000,135.2900000
GAZP,10,20160901,144000,135.3700000
GAZP,10,20160901,145000,135.5300000
GAZP,10,20160901,150000,135.5500000
GAZP,10,20160901,151000,135.3400000
GAZP,10,20160901,152000,135.6000000
GAZP,10,20160901,153000,135.6600000
GAZP,10,20160901,154000,135.7400000
GAZP,10,20160901,155000,135.6700000
GAZP,10,20160901,160000,135.7500000
GAZP,10,20160901,161000,135.5000000
GAZP,10,20160901,162000,135.4000000
GAZP,10,20160901,163000,135.5000000
GAZP,10,20160901,164000,135.4500000
GAZP,10,20160901,165000,135.4000000
GAZP,10,20160901,170000,135.5600000
GAZP,10,20160901,171000,135.3100000
GAZP,10,20160901,172000,135.0000000
GAZP,10,20160901,173000,134.8500000
GAZP,10,20160901,174000,135.0000000
GAZP,10,20160901,175000,134.9800000
GAZP,10,20160901,180000,135.0600000
GAZP,10,20160901,181000,135.1300000
GAZP,10,20160901,182000,135.2000000
GAZP,10,20160901,183000,134.9400000
GAZP,10,20160901,184000,134.9900000
GAZP,10,20160902,100000,134.9500000
GAZP,10,20160902,101000,135.0800000
GAZP,10,20160902,102000,134.9500000
GAZP,10,20160902,103000,135.0500000
GAZP,10,20160902,104000,135.3100000
GAZP,10,20160902,105000,135.3000000
GAZP,10,20160902,110000,135.1700000
